c_custkey,c_name,c_acctbal,c_address,n_name,c_phone,c_comment,deltaRevenue,revenue
413,Customer#000000413,5817.9,",4Jm5N0ruhJCB7cBR6Kw",FRANCE,16-158-285-7336,ular packages integrate furiously fluffily final accounts. carefully regular ,45370.78,91591.8519
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,45798.479999999996,271843.2316
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,64598.85,336442.0816
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,29053.85,365495.93159999995
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,12715.393600000001,378211.32519999996
256,Customer#000000256,1299.92,eJ6AggYh80JMEzZNwYK4CIC2flT,IRAN,20-229-271-4429,ld boost about the carefully ironic foxes. slyly special packages cajole alongside of the slyly final accounts. q,16540.588000000003,90647.34800000001
256,Customer#000000256,1299.92,eJ6AggYh80JMEzZNwYK4CIC2flT,IRAN,20-229-271-4429,ld boost about the carefully ironic foxes. slyly special packages cajole alongside of the slyly final accounts. q,4455.788,95103.13600000001
1465,Customer#000001465,9365.93,tDRaTC7UgFbBX7VF6cVXYQA0,INDIA,18-807-487-1074,"s lose blithely ironic, regular packages. regular, final foxes haggle c",13352.22,121826.357
1465,Customer#000001465,9365.93,tDRaTC7UgFbBX7VF6cVXYQA0,INDIA,18-807-487-1074,"s lose blithely ironic, regular packages. regular, final foxes haggle c",39091.763699999996,160918.1207
652,Customer#000000652,-919.65,"0WlNKsoRqdjU9,5 Qz,bgm5swI,i0Kg",SAUDI ARABIA,30-254-389-5987,p carefully blithely bold platelets. furiously unusual deposits wake. sl,49302.7744,66255.1024
652,Customer#000000652,-919.65,"0WlNKsoRqdjU9,5 Qz,bgm5swI,i0Kg",SAUDI ARABIA,30-254-389-5987,p carefully blithely bold platelets. furiously unusual deposits wake. sl,33095.814999999995,99350.9174
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,41732.9664,107064.7658
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,38870.92,145935.68579999998
448,Customer#000000448,8117.27,BH4vtnDpabk0NgoGNJWu4OUXnidfJ,UNITED STATES,34-985-422-6009,"unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa",27157.516799999998,111837.2812
1021,Customer#000001021,1286.76,m h2wQbujQnQOrcf109reW0 o,FRANCE,16-469-554-5196,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ,21276.586499999998,21276.586499999998
1021,Customer#000001021,1286.76,m h2wQbujQnQOrcf109reW0 o,FRANCE,16-469-554-5196,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ,24601.482,45878.068499999994
1021,Customer#000001021,1286.76,m h2wQbujQnQOrcf109reW0 o,FRANCE,16-469-554-5196,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ,5996.0344,51874.10289999999
1261,Customer#000001261,5579.81,mWs6m9QwmTOZ,SAUDI ARABIA,30-372-895-4261,uffily final pinto beans. ironic deposits according to th,37650.845400000006,214770.9262
962,Customer#000000962,7557.0,lDp572JGdrL34kB YOQuC,EGYPT,14-792-232-1645,. carefully brave foxes wake furiously final orbits. furiously pending theodolites along the bold the,37265.184,37265.184
962,Customer#000000962,7557.0,lDp572JGdrL34kB YOQuC,EGYPT,14-792-232-1645,. carefully brave foxes wake furiously final orbits. furiously pending theodolites along the bold the,55525.3152,92790.49919999999
328,Customer#000000328,6709.9,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,15-817-180-1487,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,51912.4698,51912.4698
328,Customer#000000328,6709.9,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,15-817-180-1487,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,25413.4728,77325.9426
328,Customer#000000328,6709.9,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,15-817-180-1487,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,40759.5,118085.4426
886,Customer#000000886,1194.33,QOTGbGPJjNPD7IrfAILA1da,JAPAN,22-771-691-7229,"slyly even foxes according to the pending, special accounts use carefully against the courts. regular,",35637.007999999994,35637.007999999994
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",21180.0225,180862.8631
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",28086.2821,208949.1452
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",71252.811,280201.9562
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",14751.3324,294953.2886
1484,Customer#000001484,4883.17,WcOint654aJStnQWSgAAtI,CHINA,28-987-505-1842,s against the furiously special packag,29682.0832,29682.0832
1484,Customer#000001484,4883.17,WcOint654aJStnQWSgAAtI,CHINA,28-987-505-1842,s against the furiously special packag,56988.8352,86670.9184
1484,Customer#000001484,4883.17,WcOint654aJStnQWSgAAtI,CHINA,28-987-505-1842,s against the furiously special packag,45379.3158,132050.2342
1484,Customer#000001484,4883.17,WcOint654aJStnQWSgAAtI,CHINA,28-987-505-1842,s against the furiously special packag,6168.4259999999995,138218.6602
619,Customer#000000619,2336.99,6bxrNxQA oes7cMa23R 5lDmIOIRThvd,UNITED STATES,34-245-618-6317,ts breach slyly after the slyly regu,27880.751999999997,100065.12159999998
619,Customer#000000619,2336.99,6bxrNxQA oes7cMa23R 5lDmIOIRThvd,UNITED STATES,34-245-618-6317,ts breach slyly after the slyly regu,44674.448000000004,144739.5696
619,Customer#000000619,2336.99,6bxrNxQA oes7cMa23R 5lDmIOIRThvd,UNITED STATES,34-245-618-6317,ts breach slyly after the slyly regu,73886.24639999999,218625.816
619,Customer#000000619,2336.99,6bxrNxQA oes7cMa23R 5lDmIOIRThvd,UNITED STATES,34-245-618-6317,ts breach slyly after the slyly regu,4271.4528,222897.2688
619,Customer#000000619,2336.99,6bxrNxQA oes7cMa23R 5lDmIOIRThvd,UNITED STATES,34-245-618-6317,ts breach slyly after the slyly regu,26745.7248,249642.9936
1102,Customer#000001102,2369.01,F9fxZhJJhaR0P4Rgd7SE2PA58x,UNITED STATES,34-103-353-4822,"elets. regular requests sleep quickly. express ideas haggle. bold, regular ideas haggle. quickly regular accoun",21808.116,26990.924400000004
1102,Customer#000001102,2369.01,F9fxZhJJhaR0P4Rgd7SE2PA58x,UNITED STATES,34-103-353-4822,"elets. regular requests sleep quickly. express ideas haggle. bold, regular ideas haggle. quickly regular accoun",48533.03,75523.9544
431,Customer#000000431,2273.5,RNfSXbUJkgUlBBPn,FRANCE,16-326-904-6643,"e quickly. final, even excuses against the even accounts sleep agai",19490.239999999998,19490.239999999998
431,Customer#000000431,2273.5,RNfSXbUJkgUlBBPn,FRANCE,16-326-904-6643,"e quickly. final, even excuses against the even accounts sleep agai",21513.2736,41003.5136
1303,Customer#000001303,2020.15,MarfB1lCCs2MZ8CWdWqCfb,ETHIOPIA,15-658-234-7985,express deposits haggle slyly after the carefully unusual packages-- silently si,18287.2264,18287.2264
1303,Customer#000001303,2020.15,MarfB1lCCs2MZ8CWdWqCfb,ETHIOPIA,15-658-234-7985,express deposits haggle slyly after the carefully unusual packages-- silently si,23093.28,41380.5064
1201,Customer#000001201,5165.39,"LfCSVKWozyWOGDW02g9UX,XgH5YU2o5ql1zBrN",IRAN,20-825-400-1187,lyly pending packages. special requests sleep-- platelets use blithely after the instructions. sometimes even id,57087.508799999996,233119.7476
1201,Customer#000001201,5165.39,"LfCSVKWozyWOGDW02g9UX,XgH5YU2o5ql1zBrN",IRAN,20-825-400-1187,lyly pending packages. special requests sleep-- platelets use blithely after the instructions. sometimes even id,49511.3472,282631.0948
1201,Customer#000001201,5165.39,"LfCSVKWozyWOGDW02g9UX,XgH5YU2o5ql1zBrN",IRAN,20-825-400-1187,lyly pending packages. special requests sleep-- platelets use blithely after the instructions. sometimes even id,39801.610400000005,322432.7052
508,Customer#000000508,1685.9,q9Vq9 nTrUvx,CHINA,28-344-250-3166,uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov,6537.308400000001,6537.308400000001
508,Customer#000000508,1685.9,q9Vq9 nTrUvx,CHINA,28-344-250-3166,uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov,41456.24,47993.5484
809,Customer#000000809,-594.23,eApaa5hW3Mqp11ZuOP,MOZAMBIQUE,26-776-223-5427,ackages. quickly unusual dugouts c,26347.843199999996,26347.843199999996
809,Customer#000000809,-594.23,eApaa5hW3Mqp11ZuOP,MOZAMBIQUE,26-776-223-5427,ackages. quickly unusual dugouts c,35789.376,62137.21919999999
391,Customer#000000391,4801.3,q10SV05KB1038lzUR8P,IRAQ,21-604-451-4462,le blithely final forges. furiously even deposits cajole fluffily even patterns. furious,78460.14749999999,101339.69099999999
1187,Customer#000001187,-932.96,W1GdUKr3vQMVAZIU,IRAN,20-543-260-5157, blithely unusual theodolites detect doggedly. bold dolphins was blithely. pinto beans use carefully at the furiou,42826.4655,42826.4655
1199,Customer#000001199,6503.35,sQJZJRAgYrZY0gPo9fJp6KAbY,MOZAMBIQUE,26-367-212-1737,es. quickly slow foxes boost ,32293.2645,32293.2645
538,Customer#000000538,-303.95,u9jYEMPoKwrH5wXivkSebbxAx1PU,ROMANIA,29-632-471-2852,uffily special requests nag around the quickly stealthy,9442.26,9442.26
1442,Customer#000001442,7917.9,2fTQpX7N2kp31U,MOZAMBIQUE,26-677-746-7145,ess theodolites. furiously express pinto beans alongside of the,46548.3384,46548.3384
1442,Customer#000001442,7917.9,2fTQpX7N2kp31U,MOZAMBIQUE,26-677-746-7145,ess theodolites. furiously express pinto beans alongside of the,36767.61,83315.9484
1442,Customer#000001442,7917.9,2fTQpX7N2kp31U,MOZAMBIQUE,26-677-746-7145,ess theodolites. furiously express pinto beans alongside of the,6043.734,89359.68239999999
1201,Customer#000001201,5165.39,"LfCSVKWozyWOGDW02g9UX,XgH5YU2o5ql1zBrN",IRAN,20-825-400-1187,lyly pending packages. special requests sleep-- platelets use blithely after the instructions. sometimes even id,51898.828799999996,374331.53400000004
334,Customer#000000334,-405.91,OPN1N7t4aQ23TnCpc,EGYPT,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",63288.4392,120851.3978
334,Customer#000000334,-405.91,OPN1N7t4aQ23TnCpc,EGYPT,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",55178.409999999996,176029.8078
334,Customer#000000334,-405.91,OPN1N7t4aQ23TnCpc,EGYPT,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",40271.63,216301.4378
334,Customer#000000334,-405.91,OPN1N7t4aQ23TnCpc,EGYPT,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",59112.226800000004,275413.6646
334,Customer#000000334,-405.91,OPN1N7t4aQ23TnCpc,EGYPT,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",56790.21599999999,332203.88060000003
673,Customer#000000673,3942.58,Q2S9DoW6mQN5iQ0A8DxD6UxNmPZky,EGYPT,14-769-230-8609,"ons will cajole blithely. always even packages dazzle blithely across the regular, unusual ",39355.833600000005,39355.833600000005
673,Customer#000000673,3942.58,Q2S9DoW6mQN5iQ0A8DxD6UxNmPZky,EGYPT,14-769-230-8609,"ons will cajole blithely. always even packages dazzle blithely across the regular, unusual ",23864.94,63220.7736
673,Customer#000000673,3942.58,Q2S9DoW6mQN5iQ0A8DxD6UxNmPZky,EGYPT,14-769-230-8609,"ons will cajole blithely. always even packages dazzle blithely across the regular, unusual ",45978.2323,109199.0059
215,Customer#000000215,3379.2,8H76xbBhde HY70BrYqGEFmVPXqlm8pgjjxh,INDONESIA,19-564-446-4758,al pinto beans. ironic foxes serve. i,15262.7475,15262.7475
248,Customer#000000248,8908.35,mgT15r8asLyaED,IRAN,20-447-727-8914,s detect blithely. blithely pending dolphins along the fluffily final accounts haggle fu,41422.9464,41422.9464
248,Customer#000000248,8908.35,mgT15r8asLyaED,IRAN,20-447-727-8914,s detect blithely. blithely pending dolphins along the fluffily final accounts haggle fu,78951.63870000001,120374.58510000001
844,Customer#000000844,2954.9,1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU,IRAQ,21-285-410-4046,"ymptotes. ironic, unusual notornis wake after the ironic, special deposits. blithely fina",6498.9834,6498.9834
844,Customer#000000844,2954.9,1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU,IRAQ,21-285-410-4046,"ymptotes. ironic, unusual notornis wake after the ironic, special deposits. blithely fina",49246.8372,55745.8206
844,Customer#000000844,2954.9,1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU,IRAQ,21-285-410-4046,"ymptotes. ironic, unusual notornis wake after the ironic, special deposits. blithely fina",39320.442,95066.2626
1343,Customer#000001343,8303.09,WtCLJBdycxFOsHyv,CHINA,28-393-594-5247,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,20052.12,20052.12
1343,Customer#000001343,8303.09,WtCLJBdycxFOsHyv,CHINA,28-393-594-5247,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,22767.738,42819.858
1343,Customer#000001343,8303.09,WtCLJBdycxFOsHyv,CHINA,28-393-594-5247,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,16282.087799999998,59101.9458
10,Customer#000000010,2753.54,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,ETHIOPIA,15-741-346-9870,es regular deposits haggle. fur,38085.8247,38085.8247
1396,Customer#000001396,7149.43,M4dHuyrttFfeBr,CANADA,13-523-516-9742, the even theodolites integrate fluffily regular dolphins. blithely ,24001.25,24001.25
1267,Customer#000001267,8616.12,o3dtauyIeWwFRok2whWam0MLjmOdlG1H,UNITED STATES,34-329-328-2500, accounts nag fluffily blithely ironic pinto beans. carefully pending deposits dazzle along,47264.126000000004,154750.043
451,Customer#000000451,2110.59,"ZJKTC1Ck,B01fYZ xdN2",SAUDI ARABIA,30-939-275-3248,"quests grow furiously final deposits. ironic, even pi",23626.512000000002,35050.60800000001
451,Customer#000000451,2110.59,"ZJKTC1Ck,B01fYZ xdN2",SAUDI ARABIA,30-939-275-3248,"quests grow furiously final deposits. ironic, even pi",6482.16,41532.76800000001
451,Customer#000000451,2110.59,"ZJKTC1Ck,B01fYZ xdN2",SAUDI ARABIA,30-939-275-3248,"quests grow furiously final deposits. ironic, even pi",5097.72,46630.48800000001
527,Customer#000000527,4429.81,"giJAUjnTtxX,HXIy0adwwvg,uu5Y3RVP",JORDAN,23-139-567-9286,"ending, ironic instructions. blithely regular deposits about the deposits wake pinto beans. closely silent ",42893.9147,42893.9147
527,Customer#000000527,4429.81,"giJAUjnTtxX,HXIy0adwwvg,uu5Y3RVP",JORDAN,23-139-567-9286,"ending, ironic instructions. blithely regular deposits about the deposits wake pinto beans. closely silent ",26813.016,69706.9307
1051,Customer#000001051,9776.39,"iHS,UFudVOOe",BRAZIL,12-869-221-1428,cuses boost furiously silent deposits. quickly silent requests integrate quickly bold asymptotes; slyly regular ide,38709.0528,38709.0528
1322,Customer#000001322,2621.71,35jI39rgIHCI4Pwvpy1beKgL0,JORDAN,23-207-256-7245,tes cajole. blithely express request,18859.9824,18859.9824
1322,Customer#000001322,2621.71,35jI39rgIHCI4Pwvpy1beKgL0,JORDAN,23-207-256-7245,tes cajole. blithely express request,22692.756800000003,41552.7392
1322,Customer#000001322,2621.71,35jI39rgIHCI4Pwvpy1beKgL0,JORDAN,23-207-256-7245,tes cajole. blithely express request,33997.022999999994,75549.7622
541,Customer#000000541,1295.54,",Cris88wkHw4Q0XlCLLYVOAJfkxw",ALGERIA,10-362-308-9442,"according to the final platelets. final, busy requests wake blithely across th",11848.199999999999,11848.199999999999
541,Customer#000000541,1295.54,",Cris88wkHw4Q0XlCLLYVOAJfkxw",ALGERIA,10-362-308-9442,"according to the final platelets. final, busy requests wake blithely across th",20037.5357,31885.735699999997
541,Customer#000000541,1295.54,",Cris88wkHw4Q0XlCLLYVOAJfkxw",ALGERIA,10-362-308-9442,"according to the final platelets. final, busy requests wake blithely across th",3439.3677999999995,35325.1035
977,Customer#000000977,311.0,"JcKxPwHPM7akg5IiCs,ZVAfO73KE3",BRAZIL,12-602-807-5055,lly against the busily unusual requests! busily even requests haggle blit,68996.125,68996.125
977,Customer#000000977,311.0,"JcKxPwHPM7akg5IiCs,ZVAfO73KE3",BRAZIL,12-602-807-5055,lly against the busily unusual requests! busily even requests haggle blit,8111.354,77107.479
1094,Customer#000001094,2544.49,OFz0eedTmPmXk2 3XM9v9Mcp13NVC0PK,BRAZIL,12-234-721-9871,"tes serve blithely quickly pending foxes. express, quick accounts",86022.20999999999,274877.444
751,Customer#000000751,2130.98,e OSrreG6sx7l1t3wAg8u11DWk D 9,ALGERIA,10-658-550-2257,ges sleep furiously bold deposits. furiously regular requests cajole slyly. unusual accounts nag unusual ide,15368.0112,163037.8342
751,Customer#000000751,2130.98,e OSrreG6sx7l1t3wAg8u11DWk D 9,ALGERIA,10-658-550-2257,ges sleep furiously bold deposits. furiously regular requests cajole slyly. unusual accounts nag unusual ide,42163.03,205200.8642
751,Customer#000000751,2130.98,e OSrreG6sx7l1t3wAg8u11DWk D 9,ALGERIA,10-658-550-2257,ges sleep furiously bold deposits. furiously regular requests cajole slyly. unusual accounts nag unusual ide,67648.7266,272849.5908
1276,Customer#000001276,-761.7,c5UAVe71MPvmerPafNlpvTBWCewT,MOZAMBIQUE,26-809-582-2064, the blithely regular packages boost blithely regular excuses. final dep,39406.8774,39406.8774
1276,Customer#000001276,-761.7,c5UAVe71MPvmerPafNlpvTBWCewT,MOZAMBIQUE,26-809-582-2064, the blithely regular packages boost blithely regular excuses. final dep,69568.0734,108974.95079999999
787,Customer#000000787,212.16,wwPe2vMZZ1n1Mm2z0qzDfS43FPj2Ndn,IRAN,20-210-617-3870,e. ironic theodolites serve regular foxes. pending requests haggle slyly busy instruct,50246.868,50246.868
787,Customer#000000787,212.16,wwPe2vMZZ1n1Mm2z0qzDfS43FPj2Ndn,IRAN,20-210-617-3870,e. ironic theodolites serve regular foxes. pending requests haggle slyly busy instruct,36335.618,86582.486
553,Customer#000000553,4804.57,8tTlavJ sT,EGYPT,14-454-146-3094,"ully regular requests are blithely about the express, bold platelets. slyly permanent deposits across the",35966.159999999996,75251.40599999999
553,Customer#000000553,4804.57,8tTlavJ sT,EGYPT,14-454-146-3094,"ully regular requests are blithely about the express, bold platelets. slyly permanent deposits across the",31602.6,106854.006
553,Customer#000000553,4804.57,8tTlavJ sT,EGYPT,14-454-146-3094,"ully regular requests are blithely about the express, bold platelets. slyly permanent deposits across the",32830.637,139684.64299999998
728,Customer#000000728,4349.73,"uACufK5vIMlsq,v9d4U5ZWi,",UNITED STATES,34-195-384-1105,re stealthily furiously bold requests. carefully final pinto beans lose slyly,16280.1,16280.1
728,Customer#000000728,4349.73,"uACufK5vIMlsq,v9d4U5ZWi,",UNITED STATES,34-195-384-1105,re stealthily furiously bold requests. carefully final pinto beans lose slyly,80101.29960000001,96381.39960000002
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,56659.9008,202595.58659999998
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,56512.08,259107.6666
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,34201.935900000004,293309.6025
932,Customer#000000932,6553.37,HN9Ap0NsJG7Mb8O,JORDAN,23-300-708-7927,packages boost slyly along the furiously express foxes. ev,48298.6728,341608.2753
559,Customer#000000559,5872.94,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",GERMANY,17-395-429-6655,al accounts cajole carefully across the accounts. furiously pending pinto beans across the ,37179.4191,51579.4641
559,Customer#000000559,5872.94,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",GERMANY,17-395-429-6655,al accounts cajole carefully across the accounts. furiously pending pinto beans across the ,20721.84,72301.3041
559,Customer#000000559,5872.94,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",GERMANY,17-395-429-6655,al accounts cajole carefully across the accounts. furiously pending pinto beans across the ,75490.1216,147791.4257
559,Customer#000000559,5872.94,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",GERMANY,17-395-429-6655,al accounts cajole carefully across the accounts. furiously pending pinto beans across the ,50456.4192,198247.8449
559,Customer#000000559,5872.94,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",GERMANY,17-395-429-6655,al accounts cajole carefully across the accounts. furiously pending pinto beans across the ,48456.6208,246704.4657
559,Customer#000000559,5872.94,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",GERMANY,17-395-429-6655,al accounts cajole carefully across the accounts. furiously pending pinto beans across the ,13008.486400000002,259712.9521
1012,Customer#000001012,4422.45,5Zsp rqM6oCmgqqFe,EGYPT,14-535-551-6255,s above the carefully express r,20385.753299999997,145691.9105
760,Customer#000000760,2883.24,jp8DYJ7GPQSDQC,BRAZIL,12-176-116-3113,uriously alongside of the ironic deposits. slyly thin pinto beans a,39557.958,39557.958
760,Customer#000000760,2883.24,jp8DYJ7GPQSDQC,BRAZIL,12-176-116-3113,uriously alongside of the ironic deposits. slyly thin pinto beans a,56390.63,95948.58799999999
760,Customer#000000760,2883.24,jp8DYJ7GPQSDQC,BRAZIL,12-176-116-3113,uriously alongside of the ironic deposits. slyly thin pinto beans a,31483.871999999996,127432.45999999999
478,Customer#000000478,-210.4,"clyq458DIkXXt4qLyHlbe,n JueoniF",ARGENTINA,11-655-291-2694,o the foxes. ironic requests sleep. c,76818.045,125341.014
478,Customer#000000478,-210.4,"clyq458DIkXXt4qLyHlbe,n JueoniF",ARGENTINA,11-655-291-2694,o the foxes. ironic requests sleep. c,29810.760000000002,155151.774
478,Customer#000000478,-210.4,"clyq458DIkXXt4qLyHlbe,n JueoniF",ARGENTINA,11-655-291-2694,o the foxes. ironic requests sleep. c,43569.4428,198721.2168
478,Customer#000000478,-210.4,"clyq458DIkXXt4qLyHlbe,n JueoniF",ARGENTINA,11-655-291-2694,o the foxes. ironic requests sleep. c,50922.675,249643.89179999998
238,Customer#000000238,3482.32,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,26-307-925-1236,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly ",53221.572,53221.572
946,Customer#000000946,2990.73,ufHQOmRhQoLSiyfQ,VIETNAM,31-152-357-9762,ly after the furiously regular asymptotes. foxes play quickly ironic packages. dinos along the silently expre,23215.248000000003,23215.248000000003
946,Customer#000000946,2990.73,ufHQOmRhQoLSiyfQ,VIETNAM,31-152-357-9762,ly after the furiously regular asymptotes. foxes play quickly ironic packages. dinos along the silently expre,13760.9984,36976.2464
946,Customer#000000946,2990.73,ufHQOmRhQoLSiyfQ,VIETNAM,31-152-357-9762,ly after the furiously regular asymptotes. foxes play quickly ironic packages. dinos along the silently expre,9490.6728,46466.919200000004
892,Customer#000000892,4799.98,N KwiRAwIk6KL9WJ6vt0G,INDONESIA,19-589-784-1249,ses are carefully. quickly regular theodolites cajole. carefully express accounts wake sly,28543.754399999998,28543.754399999998
892,Customer#000000892,4799.98,N KwiRAwIk6KL9WJ6vt0G,INDONESIA,19-589-784-1249,ses are carefully. quickly regular theodolites cajole. carefully express accounts wake sly,15341.075399999998,43884.82979999999
7,Customer#000000007,9561.95,TcGe5gaZNgVePxU5kRrvXBfkasDTea,CHINA,28-190-982-9759,"ainst the ironic, express theodolites. express, even pinto beans among the exp",38531.808000000005,125850.2352
7,Customer#000000007,9561.95,TcGe5gaZNgVePxU5kRrvXBfkasDTea,CHINA,28-190-982-9759,"ainst the ironic, express theodolites. express, even pinto beans among the exp",8403.0,134253.2352
7,Customer#000000007,9561.95,TcGe5gaZNgVePxU5kRrvXBfkasDTea,CHINA,28-190-982-9759,"ainst the ironic, express theodolites. express, even pinto beans among the exp",33924.528,168177.7632
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",24610.9864,319564.275
850,Customer#000000850,7576.55,GdhPVh9rkPqSt v17ZuxIlx8c1N8G,RUSSIA,32-546-203-4000,ly ironic accounts whithout the regular waters are blithely abo,1308.0449999999998,1308.0449999999998
850,Customer#000000850,7576.55,GdhPVh9rkPqSt v17ZuxIlx8c1N8G,RUSSIA,32-546-203-4000,ly ironic accounts whithout the regular waters are blithely abo,4282.4064,5590.4514
302,Customer#000000302,1107.42,cJ3cHoAjAiaxTU2t87EJM,EGYPT,14-152-594-2967,dolphins haggle fluffily across the final requests. regularly unusual sentiments detect fluffily requests. regular,25912.1954,25912.1954
364,Customer#000000364,32.24,"SQ3b5Q5OtrmmZjJ87tq,o1TiXKVJQ0M7ZOuud",UNITED KINGDOM,33-492-647-4972, dependencies? pending requests use carefull,15366.105000000001,72505.48400000001
364,Customer#000000364,32.24,"SQ3b5Q5OtrmmZjJ87tq,o1TiXKVJQ0M7ZOuud",UNITED KINGDOM,33-492-647-4972, dependencies? pending requests use carefull,24175.242000000002,96680.72600000001
509,Customer#000000509,7885.5,LHLR0IKQJHVF1 0UvBNPLq0,EGYPT,14-115-338-1002,ily! requests cajole fluffily. slyly regular waters na,72225.567,72225.567
1447,Customer#000001447,2718.02,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",PERU,27-452-251-2941,"ously around the accounts. packages haggle blithely ironic, idle ac",11815.349,11815.349
1447,Customer#000001447,2718.02,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",PERU,27-452-251-2941,"ously around the accounts. packages haggle blithely ironic, idle ac",18581.654000000002,30397.003000000004
853,Customer#000000853,-444.73,U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k,BRAZIL,12-869-161-3468,yly special deposits wake alongside of,35520.9624,123477.54869999998
853,Customer#000000853,-444.73,U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k,BRAZIL,12-869-161-3468,yly special deposits wake alongside of,14440.5261,137918.07479999997
853,Customer#000000853,-444.73,U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k,BRAZIL,12-869-161-3468,yly special deposits wake alongside of,32965.8768,170883.95159999997
